record_key,source_database,year,title,authors,journal_or_venue,doi,record_type,screening_basis,is_relevant,evidence_class,empirical_method,outcome_group,database_method,corrected_by_audit,corrected_by_spot_check
SWRD:60990,SWRD,2022,Risk and protective factors associated with suicidal behaviour during the COVID-19 pandemic crisis amongst college students in Spain,"Caravaca-Sanchez, Francisco; Muyor-Rodriguez, Jesus; Sebastian Fernandez-Prados, Juan",Social Work in Mental Health,10.1080/15332985.2022.2048336,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:94413,SWRD,2022,Risk and Protective Factors to LGBTQ plus Youth Suicide: A Review of the Literature,"Gorse, Michael",Child & Adolescent Social Work Journal,10.1007/s10560-020-00710-3,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:61382,SWRD,2022,Risk factors of suicide among Chinese college students: a literature review,"Huang, Tong; Saito, Eisuke",China Journal of Social Work,10.1080/17525098.2020.1858736,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:65111,SWRD,2022,"Social Work Education and Training in Mental Health, Addictions, and Suicide: A Scoping Review","Kourgiantakis, Toula; Sewell, Karen M.; McNeil, Sandra; Lee, Eunjung; Logan, Judith; Kuehl, Dale; McCormick, Megan; Adamson, Keith; Kirvan, Anne",Journal of Social Work Education,10.1080/10437797.2020.1773363,journal-article,title_and_abstract,True,Empirical,Review,Review,Review,False,False
SWRD:60455,SWRD,2022,"Suicidal Ideation, Suicide Attempts, Parenting Styles, Social Support and School Conditions among College Students in China","Zhao, Qun; Gui, Hongyu; Mao, Yuchen; Tam, Cheuk Chi","Studies in Clinical Social Work: Transforming Practice, Education and Research",10.1080/00377317.2022.2077275,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:110628,SWRD,2022,Suicide Postvention in Schools: What Evidence Supports Our Current National Recommendations,"Williams, Denise Yookong; Williams, Denise Yookong; Ky, Kosal; Khalid, Mohammed; Wexler, Lisa; Choi, Su-young; Hick, Steven; Wexler, Lisa; Muelle, Anna S; Mueller, Anna S.; Cheng, Shirley; Howe, Brian",School Social Work Journal,,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:102510,SWRD,2022,Surviving Client Suicide: The Invisible Burden of Two Clinicians,Monica Y E; René D; Koeske; Erin Olson; Alina; DiNitto; Van; Kari L,Reflections: Narratives of Professional Helping,,Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:61199,SWRD,2022,The hope & wellness screening toolkit: developing a community based suicide and substance use screening program for American Indians and Alaska Natives,"Hopson, Jennifer; Momper, Sandra L.; Mueller-Williams, Amelia Cromwell; Burrage, Rachel L.; Doria, Celina M.; Eiler, Abigail",Social Work in Mental Health,10.1080/15332985.2022.2032534,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,,False,False
SWRD:62393,SWRD,2022,The impact of COVID-19 on first responders' resilience and attachment,"Carbajal, Jose; Ponder, Warren N.; Whitworth, James; Schuman, Donna L.; Galusha, Jeanine M.",Journal of Human Behavior in the Social Environment,10.1080/10911359.2021.1962777,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:62088,SWRD,2022,The relationship between thwarted interpersonal needs and suicidal behaviors varies as a function of positive emotions in a rural sexual minority sample,"Choudhury, Sunia; Klibert, Jeffrey J.; Weiss, Brandon",Sexual and Gender Diversity in Social Services,10.1080/10538720.2021.1986448,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:61547,SWRD,2022,The Role of Clinical Social Worker in Addressing the Social Consequences of Coronavirus (Covid-19): A Field Study,"Alqahtani, Manal M.",Social Work in Public Health,10.1080/19371918.2021.2015035,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:60733,SWRD,2022,Three clinical techniques from cognitive behavior therapy for suicide prevention,"Vesco, Karina M.; LaCroix, Jessica M.; Bond, Allison; Fox, Amber; Ribeiro, Sissi; Darmour, Charles; Ghahramanlou-Holloway, Marjan",Social Work in Mental Health,10.1080/15332985.2022.2050878,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:61042,SWRD,2022,Tolerating Risk: Professional Judgment in Suicide Risk Assessment,"Regehr, Cheryl; Paterson, Jane; Sewell, Karen; Birze, Arija; Bogo, Marion; Fallon, Barbara; Regehr, Glenn",Social Service Review,10.1086/718580,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,,False,False
SWRD:60043,SWRD,2022,Trauma-Informed Clinical Practice with Clients with Suicidal Thoughts and Behaviors,"Mirick, Rebecca G.; Bridger, Joanna; Mccauley, James","Studies in Clinical Social Work: Transforming Practice, Education and Research",10.1080/00377317.2022.2104778,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:60401,SWRD,2022,Validation of the Interpersonal Needs Questionnaire Among Korean Older Adults: Factor Structure and Convergent Validity,"Ko, Jungyai",Journal of the Society for Social Work and Research,10.1086/712952,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SSWR:2023-P-0319,SSWR,2023,"""I Don't Know How Much Impact We Can Make"": First Responder Perceptions of the System of Care and People Who Use Drugs",Natasha S. Mendoza; Tisha Holmes,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-U-0448,SSWR,2023,"""the Stress of Capitalism:"" a Critical Ecosystems and Intersectional Approach to Understanding Farmer Well-Being",Fiona Doherty; Michelle Kaiser,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-P-0215,SSWR,2023,(see Poster Gallery) An Exploratory Study of Effective Approaches in Counseling Adolescent School Violence Victims: Use of the Delphi Method,Sooyoun Soh; Jeongwon Baik; Sujung Choi; Hyesun Joo; Young Ji Yoon,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-P-0173,SSWR,2023,"(see Poster Gallery) Bathroom Access and Suicide Risk Among Transgender, Nonbinary, and Gender-Questioning Youth",Jonah DeChants; Amy Green; Myeshia N. Price,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0108,SSWR,2023,"(see Poster Gallery) Building Solutions for the Complex Relationship between Rurality, Distress, Major Depression, and the Risk for Suicidal Ideation Among African American Adults",Areen Omary,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0344,SSWR,2023,(see Poster Gallery) Characteristics of and Circumstances Associated with Female Suicide Related to Intimate Partner Problems,Jeongsuk Kim; Rebecca J. Macy; Cynthia Fraga Rizo; Christopher J. Wretman; Spenser R. Radtke,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0556,SSWR,2023,"(see Poster Gallery) Examining the Relationship between NSSI Online Support Group Utilization, Pain Tolerance, Depression, and NSSI Preoccupation",Rebecca Eliseo-Arras; Carol F. Scott; Jenny Mincin; Michele Paterson,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2023-P-0342,SSWR,2023,(see Poster Gallery) Female Suicide Victims with Intimate Partner Problems and Their Suicide Intention Disclosure,Jeongsuk Kim; Rebecca J. Macy; Cynthia Fraga Rizo; Christopher J. Wretman; Spenser R. Radtke,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0317,SSWR,2023,"(see Poster Gallery) Investigating U.S. State-Level Income Inequality As a Determinant of Population Health: Theory, Evidence, and Directions Forward",Andrew Irish,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2023-P-0212,SSWR,2023,(see Poster Gallery) Its Not Supposed to Happen This Way: What Helps Parents Who Have Lost a Child through Accidential or Violent Death,Dorothy Jimenez,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Review,Review,review,False,False
SSWR:2023-P-0401,SSWR,2023,(see Poster Gallery) Male Violence Against Women and Public Mass Shooting Lethality,Juliann Nicholson; Ellen DeVoe; Varsha Kulkarni,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-P-0106,SSWR,2023,(see Poster Gallery) Relationships between Neighborhood Collective Efficacy and  Adolescent Suicidal Ideation,Ji Hyeon Lee,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0007,SSWR,2023,(see Poster Gallery) Suicide Among Social Workers in the United States: Characteristics and Circumstances of Social Worker Suicide,Meredith Canada; Sadaaki Fukui,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0046,SSWR,2023,(see Poster Gallery) Understanding Khat Use and Its Impacts on Quality of Life: A Theory-Generating Qualitative Meta-Synthesis,Gashaye Melaku Tefera; Omoshola Kehinde; ManSoo Yu; Maria Florence; Tracy-Ann Adonis; Noluthando Mpisane; Casey Botha,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2023-U-0018,SSWR,2023,"A Cross-Lagged Prospective Network Analysis of Suicide Potential, Risk Factors, and Protective Factors Among Children and Adolescents in Hong Kong",Yumei Li; Sylvia Kwok,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0635,SSWR,2023,A Phenomenological Process: Understanding Black University Students Holistic Wellness Needs and Experiences,Nina Johnson,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-P-0102,SSWR,2023,A Program Evaluation: Synchronous Online Cognitive Behavioral Intervention,Virgil Gregory; Lisa Werth,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-U-0065,SSWR,2023,An Examination of Suicidal Behavior Among Black College Students  with Exposure to Police Violence,Robert O. Motley Jr.; Hannah Szlyk; Sean Joe; Lucy Nonas-Barnes; Enoch Azasu,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0261,SSWR,2023,Assessing and Addressing the Mental Health of MSW Students,Lynette M. Renner; Laura Soltani; Patricia Shannon; William Carlson,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,mixed_methods,False,False
SSWR:2023-U-0468,SSWR,2023,Barriers to School-Based Mental Health Resource Utilization Among Black Boys,Ed-Dee Williams,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-P-0399,SSWR,2023,Behavioral Health Needs of Older Adults Living in Poverty: Machine Learning-Based Predictive Models,Saahoon Hong; Eun-Hye Grace Yi; Betty A. Walton; Hea-Won Kim,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-U-0815,SSWR,2023,"Bullying Involvement, Neglectful Parenting, and Suicidal Thoughts Among African American Youth in Chicago Southside",Jun Sung Hong; Saijun Zhang; Dexter R. Voisin,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0017,SSWR,2023,"Changes in Suicide Rate of Older Adults According to Gender, Age, and Region in South Korea from 2010 to 2017",Kyu-Hyoung Jeong; Seoyoon Jane Lee; Sunghwan Cho; Hyun-Jae Woo; Sunghee Kim,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0011,SSWR,2023,Childhood Adversity and Risk Behaviors Among Chinese Rural Youth: A Moderated Mediation Analysis,Lixia Zhang; Liwei Zhang,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-U-0572,SSWR,2023,Childhood Emotional Abuse and Youth Outcomes:  A Systematic Review,Amanda Stafford McRell; Kristen D. Seay; Christian Holmes; Camie A. Tomlinson; Melissa Strompolis,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2023-P-0153,SSWR,2023,Clinician Perspectives on an Integrated Adolescent Substance Use and Suicide Treatment,Christina M. Sellers; Sky Gavis-Hughson; Carly Burton; Kimberly H. McManama O'Brien; Jennifer Merrill; Anthony Spirito,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-U-0153,SSWR,2023,Concealment Versus Disclosure: A Cross-Sectional Study Examining Psychological Well-Being and Secrecy Management,Victoria Ka Ying Hui; Celia Hoi-Yan Chan; Cecilia Lai Wan Chan,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-P-0066,SSWR,2023,Cyberbullying Victimization and Its Influence on Psychosocial and Behavioral Problems of Sexual Minority College Students during COVID-19,Jaegoo Lee; Jeoung Min Lee; Hailey Hyunjin Choi; Cory Borsdorf,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0152,SSWR,2023,Designing a Trauma-Informed Maternal Mental Health Intervention for Acute Stress Events,December Maxwell; Regina T. Praetorius; Jessica Williams; Lacey Quinones,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-P-0146,SSWR,2023,Determinants of Suicide Prevention Resource Utilization: An Online Ethnography of a Forum Targeting Air Force Members and Veterans,Josh Bylotas,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-P-0626,SSWR,2023,Does Harsh Parenting Really Harm?  a Systematic Review of Studies in China,Yiran Zhang; Ketian Zhang; Yuqiang Yi; Karla Shockley McCarthy,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2023-P-0034,SSWR,2023,Double Jeopardy: New Evidence on the Co-Relations of Homelessness and Severe Personality Disorder,Nathaniel Dell; Vaughn Michael; Jin Huang; Michael A. Mancini; Brandy R. Maynard,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0170,SSWR,2023,"Examining Sexual Identity, Mental Health Outcomes, Victimization, and Health Risk Behaviors Among Black LGBQ Adolescents in the United States",JaNiene Peoples; Hannah Szlyk; Phillip Baiden; Melissa Vázquez; Danielle R. Eugene; Patricia Cavazos-Rehg,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0651,SSWR,2023,Exploring Mediators of LGBTQ+ Psychological Distress,Dennise Moreno,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-U-0318,SSWR,2023,"Exploring the Relationship between Major Depression, Childhood Maltreatment, and the Immune System: A Psychometric Network Analysis Approach",Jay D. O'Shields; Brian Graves; Orion P. Mowbray,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-U-0808,SSWR,2023,Factors Impacting Suicide Ideation Among Young Adult Immigrants during the COVID-19 Pandemic,Sherina K. Saasa; Ty Beard; Rebekah Hill; Keeley Doyle; Abha Rai,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0204,SSWR,2023,Filipinx American Experiences of Social Services Utilization during COVID-19 Pandemic,Ronna Banada; Aaron-John Villon; Ivy Daulo; Suzie S. Weng,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-U-0252,SSWR,2023,Financial Hardships and Mental Health Crisis: An Examination of Young Adults' COVID-19 Pandemic Experiences,Zibei Chen; Lisa Fedina; Jordan E. DeVylder; Catherine M. Lemieux; Cheryl King,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0033,SSWR,2023,Gender-Based Violence and Suicide Ideation Among Gender Variant Communities in the United States,Latoya A. Small; Sarah Godoy; Caitlin Lau; Todd M. Franke,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0271,SSWR,2023,Healing on a Hog: A Qualitative Study of Veterans' Experience with Wind Therapy during COVID-19 Pandemic,LaTisha Thomas; Donna L. Schuman; Christine Highfill,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-P-0267,SSWR,2023,"How Much Is Enough and Who Should Decide? Opinions of Pediatric Youth Suicide Attempt Survivors, Their Caregivers, and Providers about the Appropriate Level of Family Involvement during Inpatient Psychiatric Treatment Stays",Saira Afzal; Laura John-Mora; Abigail Ross,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-U-0453,SSWR,2023,Integration of Caregiver Depression Screening in a High-Risk Outpatient Asthma Program: Phase 1,Rachel H.F. Margolis; Taylor Brewer; Shilpa Patel; Stephen J. Teach,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-U-0068,SSWR,2023,Investigating Disciplinary Risk in Urban High Schools As a Precursor for Suicide-Related Behaviors Among Black Students,Sonyia Richardson; John Williams,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-X-0007,SSWR,2023,Latina Immigrant Mothers Creating Solutions for Preventing Suicide Among Their Adolescents,Tatiana Villarreal-Otalora; Lauren E. Gulbas,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,mixed_methods,False,False
SSWR:2023-U-0570,SSWR,2023,Mental Health and Suicidal Ideation Among Prisoners Living with HIV in Namibia,Eveline Kalomo; Amy Alberton,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0692,SSWR,2023,Migration Policies As Social Determinants of Health: A Systematic Review of Family Separation in the U.S,"Mitra Naseh, PhD; Nahlee Suvanvej; Yingying Zeng",SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2023-P-0177,SSWR,2023,Missing Pieces: Latino Immigrant Families and Adolescent Suicide Prevention,Tatiana Villarreal-Otalora; Jane McPherson; Lourdes Garcia-Magaña,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Review,Review,review,False,False
SSWR:2023-P-0731,SSWR,2023,Needs Assessment of C-First of Ohio: Children of First Incident Responders Support Team,Karla Shockley McCarthy; Sarah Parmenter; Joselyn Sarabia; Rylee Mirabile; Jennie Babcock; Steven Click; Kim Kehl,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-P-0353,SSWR,2023,Patterns of Adolescent Mental Health Service Needs By Service Setting: A Latent Class Analysis,Jennifer Murphy; Youngmi Kim,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-P-0208,SSWR,2023,Personal and Social Network Correlates of Survival Sex Involvement Among Gender and Sexual Minority Young Adults Experiencing Homelessness: A Seven City Study,Kathleen Murray Preble; Hsun-Ta Hsu; Jama Shelton; Anamika Barman-Adhikari; Diane Santa Maria; Sarah C. Narendorf; Robin Petering; Kristin M. Ferguson; Kimberly A. Bender; Kristen A. Prock,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2023-P-0001,SSWR,2023,Personality Traits in a Nationally Representative Sample of Adults Experiencing Past-Year Homelessness: A Latent Class Analysis,Nathaniel Dell; Vaughn Michael; Michael A. Mancini; Brandy R. Maynard; Huang Jin,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0558,SSWR,2023,"Physical and Emotional Child Abuse in Haiti: Prevalence, Help-Seeking Behavior, and Mental Health Outcomes",Fithi Embaye; Patricia L. Kohl,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0407,SSWR,2023,Posttraumatic Growth (PTG) Following Racial Discrimination Trauma Among Urban Indigenous Young Adults,Wan-Jung (Wendy) Hsieh; Ciwang Teyra,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-U-0293,SSWR,2023,Practical and Ethical Risk Management Considerations for the Conduct of Remote Research with Youth Who Have Recently Been Hospitalized for a Suicide Attempt: Lessons Learned from the (virtual) Field,Saira Afzal; Laura John-Mora; Abigail Ross,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2023-U-0155,SSWR,2023,"Racialized Gender Stress, Mental Health, and Suicide Risk Among Black Women: A Longitudinal Test of the Vance-Wade Intersectional Suicide Risk Model",Michelle Vance; Grace Gowdy; Jeannette Wade,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0790,SSWR,2023,Reasons for Suicide Among Black Young Adults in the U.S: A Latent Class Analysis Approach,Janelle R. Goodwill,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0059,SSWR,2023,Retrospective Outcomes of Psychedelic Therapy Among US Special Operations Forces Veterans,Nathan Sepeda,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0457,SSWR,2023,Risk Factors Associated with Suicide Attempts in U.S High School Students Since 2005: A Replication Study,Catalina Cañizares; Mark J. Macgowan,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0601,SSWR,2023,Risk Patterning for Adolescent Weapon Carrying: A Mixture Model Approach,Christopher M. Fleming; Paula S. Nurius; Patricia Logan-Greene; Asia Sarah Bishop,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0080,SSWR,2023,"Screening, Service Provision, and Information Sharing Practices",Daniel Michael Applegarth; Benjamin Adams,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0729,SSWR,2023,Social Stigma-Related Factors That Contribute to the Diagnostic Seeking and Treatment Adherence Behaviors of Mentally Ill South Koreans: A Literature Review,Ann-Marie Villarose,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2023-U-0200,SSWR,2023,"Socioemotional Disposition, Environmental Context, and Asian American Mental Health",Michael Park; Yoonsun Choi; Annabelle Lin Atkin,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0221,SSWR,2023,"Students' Perceptions of the Interplay between Sexual Violence and Alcohol Consumption at a Large Public University in Los Angeles, California",Claire Amabile; Stephanie Kathan; Jennifer Wagman,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-U-0470,SSWR,2023,Suicide Attempt and Suicide Ideation Among Black Sexual Minority Men Living with HIV,Chenglin Hong; Cal Brisbin; Elizabeth Wu; Ayako Ochoa; Ian W. Holloway,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0186,SSWR,2023,Systematic Review of Interventions to Address Suicidal Behavior Among People with a History of Intimate Partner Violence: Promises and Gaps,Tina Jiwatram-Negron; Mohamad Adam Brooks; Malorie Ward; Melissa Meinhart,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Review,Review,review,False,False
SSWR:2023-P-0707,SSWR,2023,The Effect of Traditional Bullying and Cyberbullying on Suicidal Ideation in Korean Adolescents: Mediating Effect of Depression,Yeonggeul Lee; Yein Yoon,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0087,SSWR,2023,The Impact of Cyberbullying Victimization on Psychosocial Behaviors Among College  Students during the Covid-19 Pandemic: The Indirect Effect of a Sense of Purpose in Life,Jeoung Min Lee; Hailey Hyunjin Choi; Jinhee Park; Heekyung Lee; Jaegoo Lee,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0590,SSWR,2023,"The Impact of Trauma, Mental Health Symptoms, and Suicidality on College Adjustment Among Young Adults with a Foster Care Background",Jennifer Mullins Geiger; Colleen Cary Katz; Imani Pitman,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0499,SSWR,2023,The Influence of Familial Factors on Suicidal Outcomes Among Young Black Men Who Have Sex with Men,Donte T. Boyd,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-U-0135,SSWR,2023,The Intersection of Violence and HIV Care for Young Black MSM Living with HIV,Katherine Quinn,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2023-P-0657,SSWR,2023,"The Relationship between Breakfast Frequency, Mental Health, and School Performance Among a Nationally Representative Sample of High School Students in the United States",Rei Shimizu; Matthew James Cuellar,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0348,SSWR,2023,The Relationships between Parenting and Mental Health and Substance Use Outcomes Among Queer Children and Adolescents: A Systematic Review,Melissa Lippold; William J. Hall; Roger Mills-Koonce; Denise Yookong Williams; Melissa Jenkins; Hayden Dawes; Kyle Gouchoe-Hanas,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Review,Review,review,False,False
SSWR:2023-U-0029,SSWR,2023,"The Weaving Healthy Families Program to Prevent Substance Misuse and Mental Health Disparities While Promoting Parenting, Family Resilience, and Communal Mastery",Catherine McKinley; Leia Y. Saltzman; Katherine P. Theall,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0157,SSWR,2023,Understanding the Deleterious Impact of Sports- and Physical Activity-Related Concussions on Mental Health Among Adolescents: Findings from a Population-Based Study,Phillip Baiden; Devon Ziminski; Hannah Szlyk; Lucinda Okine; Henry K Onyeaka; Chioma Muoghalu Muoghalu; Patricia Cavazos-Rehg; JaNiene Peoples,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2023-P-0104,SSWR,2023,Using Path Analysis to Model Suicide Intervention Skill Development,Miriam J. Landsman; Carol Coohey,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
